game name,game description,genre,link,price,developer,type,platform,stock status
FATED: The Silent Oath,FATED is an virtual reality action-adventure experience set in the Norse lands during Ragnarök.,Action Adventure Adventure General 3D First-Person,https://sandbox.oxylabs.io/products/2906,"53,99",Frima Studio,,playstation-4,Out of Stock
Game of Thrones: A Telltale Games Series,"Telltale's series is founded in the world, characters and events seen in HBO’s television show, which in turn is based on George R. R. Martin’s books (A Song of Ice and Fire).",Action General Adventure Point-and-Click,https://sandbox.oxylabs.io/products/2907,"65,99",Telltale Games,singleplayer,pc,In Stock
Earth Defense Force 4.1: The Shadow of New Despair,"The sci-fi action of the EDF series comes to the PlayStation4 for the first time in this reimagining of Earth Defense Force 2025, now with improved framerates and graphics, and over 50% new content. After selecting from one of four unique playable classes and customizing their weapons, players lead NPC troops into city-wide battles against hordes of seemingly endless giant bugs, robots, and other colossal enemies. 2 players can enjoy local co-op and versus modes, while online co-op supports up to four players to increase the odds against a massive swarm of enemies.",Action Shooter Third-Person Arcade,https://sandbox.oxylabs.io/products/2908,"75,99",Sandlot,multiplayer,playstation-4,Out of Stock
Alien Breed: Impact,"Alien Breed: Impact is an explosive science fiction arcade-shooter that resurrects a much revered franchise with an epic story, swarms of highly intelligent alien enemies, high-impact weapons, highly detailed and rich environments; all implemented with superb technology in a state-of-the-art gaming experience.",Action Adventure Horror Survival,https://sandbox.oxylabs.io/products/2909,"60,99",Team17,,pc,In Stock
Attack on Pearl Harbor,"In Attack on Pearl Harbor, players can sign up for either side as they are offered the role of daring US gunner turned pilot Douglas Knox or Japanese ace Zenji Yamada. History's yours to shape: Either nation can win the war depending on your actions as players battle for supremacy behind the cockpits of some of the most prolific fighters, bombers and torpedo-bearing aircraft of the WWII Pacific Theater. Playable planes include Japan's Mitsubishi A6M ""Zero"", the D3A1 Aichi ""Val"" and the B5N Nakajima ""Kate"" as well as America's Chance Vought F4U Corsair, the Douglas SBD Dauntless and the Grumman TBM Avenger. Intuitive Controls – Pick up and play the game via a simple, straightforward control scheme that'll have anyone flying in seconds. Jaw-Dropping Graphics – Widescreen gaming support coupled with dazzling special effects provides a beautifully rendered backdrop of the Pacific. Choose Your Side – Play as the dashing Douglas Knox of the USAAF or fighter pilot Zenji Yamada of the Imperial Japanese Navy Air Service. Riveting Action – Take off from the deck of an aircraft carrier in the most prolific fighters, bombers and torpedo-bearing aircraft of the WWII Pacific Theatre. Historical Campaigns – Fight the selfsame battles that determined the outcome of the war, from Pearl Harbor to Iwo Jima.",Simulation Flight WWII Combat,https://sandbox.oxylabs.io/products/2910,"69,99",3D People,multiplayer,pc,Out of Stock
Warrior Kings: Battles,"Orbis has been plunged into chaos and war rages across the land like the fires of hell. Anarchy has spread like a plague across the seas to the Empires of the South and East. The Empires, Nations and Kingdoms of Orbis have collapsed in on themselves, breaking down into Baronies, Provinces and City States. Each man?s hand is set against his brothers? in terrible bloody battles for survival and supremacy. Chaos is driving the provinces apart and the Empire closer to war. Warrior Kings: Battles is set in the amazing and living medieval fantasy world of Orbis. To conquer it will take all the cunning, resourcefulness and tactics you can muster. [Strategy First Inc.]",Strategy Real-Time Fantasy General,https://sandbox.oxylabs.io/products/2911,"83,99",Black Cactus,,pc,In Stock
Fur Fighters: Viggo's Revenge,"An elite fighting force of five stuffed animals from Fur Fighter Village are sent on a mission to rescue their homeland from the evil General Viggo (and they do it with shotguns, machine guns, rockets and other non-stuffed weopons).",Action Shooter Third-Person Fantasy,https://sandbox.oxylabs.io/products/2912,"73,99",Bizarre Creations,multiplayer,playstation-2,Out of Stock
An Airport for Aliens Currently Run by Dogs,"An Airport for Aliens Currently Run by Dogs is a first-person open-world comedy adventure game with a very long name. You and your fiancee are the last two human beings left in the universe. Dogs run airports, along with the rest of society. 

Deal with alien logic, travel issues, and strange stock photo dogs as you attempt to stay in touch with the person you love, when you both live your lives on the go!",Adventure 3D First-Person,https://sandbox.oxylabs.io/products/2913,"64,99",Strange Scaffold,singleplayer,pc,In Stock
NASCAR Heat 3,"Jump into the enhanced Career Mode, build your own race team and compete in the Xtreme Dirt Tour. Prove that you are the best in the world in the new Online Tournaments feature. Plus, all your favorite modes are back.",Racing Simulation Automobile,https://sandbox.oxylabs.io/products/2914,"53,99",Monster Games Inc.,multiplayer,playstation-4,Out of Stock
Spheroids,"Save the cube world from the dangerous rounded Spheroid aliens. In Spheroids you take control of Lucas, a jumpy Canadian boy who sets out on an adventure with his crazy scientist companion Otto after it's discovered that the government has been hiding alternative universes from the cubic world they live in. Unfortunately, these alternative universes contain spheres that wish to turn everything round, so it's up to Lucas to save the world from these dangerous aliens: the Spheroids. Throughout Spheroids' 32 levels, youll encounter many different environments, with multiple hazards to avoid and enemies to destroy. Items such as the ""Modified Drilling Hoo""k Otto lends Lucas will help you traverse the environment with ease, with many more to find throughout.",Action Platformer 2D,https://sandbox.oxylabs.io/products/2915,"64,99",Eclipse Games,,xbox-one,In Stock
Project Sylpheed: Arc of Deception,"Project Sylpheed takes you centuries into the future where you customize and pilot amazing starships, battle swarms of enemy fighters, and enjoy stellar visuals. Become immersed in the full, multilayered storyline. Take on hordes of enemy starfighters in extreme 3-D space combat. Enjoy animation with vivid visuals, cool space settings, and over 50 minutes of CG video. [Square Enix]",Simulation Sci-Fi Space Small Spaceship Combat,https://sandbox.oxylabs.io/products/2916,"83,99",Game Arts,singleplayer,xbox-360,Out of Stock
Rise & Shine,"Welcome to Gamearth, a once peaceful planet now threatened by the warmongering Space grunts of Nexgen. In the aftermath of their devastating first strike a child named Rise is forced to take on the sacred gun Shine - and with it the fate of his world.",Action Platformer 2D,https://sandbox.oxylabs.io/products/2917,"60,99",Super Mega Team,singleplayer,pc,In Stock
Fallen Legion: Sins of an Empire,Fallen Legion: Sins of an Empire is an intense action RPG where every battle is a heart-pounding fight and each gut-wrenching choice impacts the realm.,Role-Playing Action RPG,https://sandbox.oxylabs.io/products/2918,"82,99",YummyYummyTummy,,playstation-4,Out of Stock
Prince of Persia: The Fallen King,"Facing imminent danger, the Prince flees to a deserted kingdom that seemingly offers sanctuary. Already touched by the evil Corruption, a dark substance that physically contaminates the land and the skies, the kingdom is filled with adventure, challenge and intrigue. As the Prince seeks a way to fight the spreading Corruption destroying the land, he encounters a partially infected creature that promises salvation. But is the creature truly an ally or merely an enemy in disguise? It seems this perilous alliance may be the only way for the Prince to face the forces of darkness and save the Persian kingdom from the Corruption once and for all. Use the DS stylus to master the acrobatics, strategy and fighting tactics of the most agile warrior of all time. Immerse yourself in the captivating Prince of Persia universe with an original and independent story that closely coincides with the action of the console & PC editions of the game. Brand-new art design delivers incredible environments in over 50+ maps. Explore deserted cities, dark labyrinths and forbidding jungles to battle the evil Corruption. Play as the all-new character: the Magus: Switch between the Prince and this mysterious new ally to fight, solve puzzles and utilize his magical powers to make your way through the corrupted land. [Ubisoft]",Action Adventure Fantasy General,https://sandbox.oxylabs.io/products/2919,"61,99",Ubisoft,singleplayer,ds,In Stock
Nexuiz,"Nexuiz is a fast paced Arena first-person shooter with extremely competitive game play made specifically for consoles. The game will feature a mutator system that allows players to change the rules of the match; as players rank, new mutators become available for them to use. Leader boards are designed for social networking, letting players feel more engaged with the community.",Action Shooter First-Person Sci-Fi Tactical Arcade,https://sandbox.oxylabs.io/products/2920,"58,99",IllFonic,,xbox-360,Out of Stock
Assassin's Creed Unity: Dead Kings,"Following the incidents of Assassin’s Creed Unity, Arno’s quest for redemption leads him to the town of Saint Denis, then known as Franciade. There he is dispatched on a mission that takes him to the bowels of the city, an intricate network of catacombs and deep caves that hold the remains and best-kept secrets of past French kings. To unearth the dark mysteries that lie beneath the Basilica, Arno is equipped with a lantern to guide his way and will gain access to the Guillotine Gun, a powerful weapon made for both long-range destruction and deadly close-quarter combat.",Action Adventure Historic Open-World,https://sandbox.oxylabs.io/products/2921,"56,99",Ubisoft,,xbox-one,In Stock
lilt line,lilt line is an award-winning rhythm racing game with a dubstep soundtrack and a visual aesthetic that will confound your senses and rock your soul.,Action Miscellaneous Rhythm Music,https://sandbox.oxylabs.io/products/2922,"84,99",different cloth,singleplayer,wii,Out of Stock
Gal*Gun: Double Peace,"Houdai, a typically incompetent high school boy when it come to matters of the heart, accidentally eats a full power cupid shot and becomes insanely popular with the ladies at his academy. However, having an entire lifetime’s sex appeal condensed into one day is not without its problems. Our hero finds out the hard way that being Mr. Popular isn’t all it’s cracked up to be. Houdai must somehow resist every cute girl that throws herself at him in an effort to find his true love! If Houdai doesn’t find ""the one"" and confess to her by the end of the day, he will be forever alone.",Action Shooter Light Gun,https://sandbox.oxylabs.io/products/2923,"70,99",Alchemist,,playstation-4,In Stock
The Matrix: Path of Neo,"Set in the Matrix universe, The Matrix: Path of Neo enables players to play as Neo, the central character, and relive his most important and memorable scenarios from the complete film trilogy, including the original film, ""The Matrix."" Throughout the game, the path the player takes to resolve each scenario and the resulting consequences are scripted and directed by the Wachowski Brothers. The likenesses of all of the films' key actors -- including Keanu Reeves (""Neo""), Laurence Fishburne (""Morpheus""), Carrie-Ann Moss (""Trinity), and Hugo Weaving (""Agent Smith"") -- are featured in the game, which also includes footage from all three feature films, as well as ""The Animatrix."" [Atari]",Action Adventure Sci-Fi General,https://sandbox.oxylabs.io/products/2924,"79,99",Shiny Entertainment,singleplayer,pc,Out of Stock
Bite the Bullet,"Satisfy your appetite for destruction in this roguelite RPG shooter where you must eat to powerup your character, weapons, and abilities. Consume strange species to add new entries to DarwinCorp's mysterious Compendium. Catalyze crafting fermentations in your belly by eating enemies! Explore three branching skill trees based on your diet - remember, you are what you eat!",Action Platformer 2D,https://sandbox.oxylabs.io/products/2925,"64,99",Mega Cat Studios,singleplayer,xbox-one,In Stock
Tank Troopers,"You've never seen tanks like these!

ATTENTION! Calling all troopers for 6-player* tank warfare!

Choose a tank, pick troopers, and battle your friends via local wireless. Each trooper has a special ability, from electric shocks to healing. Deploy them tactically to win 30+ custom tanks with unique stats. Battle with bombs, on teams, or in a free-for-allbut always fight! Fight! FIGHT!

The single-player mode contains 30 stages, so you'll have to devise a multitude of strategies and maneuvers to conquer them all. Not to mention, each stage will issue you a new challenge, such as defeating an enormous tank that makes yours look like a chew toy. You can take on these challenges aboard your own customized tank or use a provided one. Either way, your tank will have a specific crew capacity and stats. As you battle, you'll find power-ups, like camouflage and Stamina Meat, while earning coins that you can spend to get more troopers, tanks, and paint jobs. Make sure this fight is one your friends and enemies won't soon forget!",Simulation Vehicle Combat,https://sandbox.oxylabs.io/products/2926,"58,99",Nintendo,,3ds,Out of Stock
The Delusions of Von Sottendorff and His Squared Mind,"El Barón Von Sottendorff es un aristócrata muy de su tiempo. Noble, con una gran presencia, reside en una impresionante mansión de principios del siglo XX. Y aunque puede entrar y salir de ella cuando quiera, lo que no sabe es que realmente está atrapado dentro de su propia mente.

Bajo esta premisa nace Los delirios de Von Sottendorff y su mente cuadriculada, el nuevo trabajo de Delirium Studios, que llegará el próximo invierno en exclusiva para Nintendo 3DS.",Puzzle Logic,https://sandbox.oxylabs.io/products/2927,"68,99",Delirium Studios,,3ds,In Stock
Three Fourths Home: Extended Edition,"In her mid-20's, Kelly has been forced to move back to Nebraska. Back to that flat expanse, that seemingly endless sea of rustling cornstalks peppered by rusty silos and rustier towns. A typically intense Midwestern storm is approaching while Kelly is out; she has to get home. In the 20 miles between her grandparents' crumbling barn and her parents' house, she receives a phone call from her mother. Assume the role of Kelly during her drive through the storm in Three Fourths Home: Extended Edition. While driving through a stylized representation of rural Nebraska, players navigate an extended conversation between Kelly and her parents and younger brother. Through dialogue choice and simple driving mechanics, this critically-acclaimed visual short story explores a specific moment of these characters' lives and their relationships with one another. The Extended Edition of Three Fourths Home includes an epilogue that expands on the story of the main game. Set at a bus stop in snowy Minnesota, this epilogue examines Kelly's past as well as the effects that the events of the main story have had on her.",Adventure General Text,https://sandbox.oxylabs.io/products/2928,"34,99",[bracket]games,,xbox-one,Out of Stock
FIRE,"FIRE, the new adventure by Daedalic Entertainment is set in the cutest Stone Age setting you've ever seen. Ungh, FIRE’s adorably-naive protagonist, was supposed to watch over his tribe’s fireplace during the night. But being a slightly clumsy Neanderthal, Ungh fell asleep and let the fire go out.",Miscellaneous Puzzle Action,https://sandbox.oxylabs.io/products/2929,"65,99",Daedalic Entertainment,singleplayer,pc,In Stock
Abyss Odyssey,From indie Chilean developer ACE Team comes a new side-scrolling action adventure game featuring a complex fighting engine in procedurally generated levels that destines its three warriors to battle a different abyss each time!,Action Adventure Fantasy Linear,https://sandbox.oxylabs.io/products/2930,"65,99",ACE Team,,xbox-360,Out of Stock
Chronology,"A platform-adventure game about time travelling, puzzle solving and a friendship between an Old Inventor and a Snail.",Action Platformer 2D,https://sandbox.oxylabs.io/products/2931,"68,99",osao games,singleplayer,pc,In Stock
Warriors Orochi 3 Hyper,"Years after the battle against Orochi, the Serpent King, the heroes of the Three Kingdoms and the Warring States struggle to seize control of the new universe they were thrown into when a new threat arises. A terrible and colossal monster, resembling a serpent with eight heads, casts its shadow across the land and defeats most of the brave warriors. The ones that survived, assisted by the mysterious Kaguya, travel back through time to save fallen warriors and forge new alliances, collect powerful weapons and build an army so they can have a chance to defeat the terrible Hydra. But that is not all the help they'll get this time, as the vortex created by Orochi drags a few more allies to their universe. Dragon Ninja Ryu Hayabusa, Achilles, Jeanne d'Arc, Nemea and Ayane are only a few of the new additions to the 120 plus playable character roster!","Action ""Beat-Em-Up"" 3D",https://sandbox.oxylabs.io/products/2932,"75,99",Omega Force,multiplayer,wii-u,Out of Stock
Namco Museum Essentials,"[Playstation Network]  With five classic games and a brand new arranged Xevious title, players can re-live the old-school days of classic arcade gaming with legends including Pac-Man, Galaga and Dig Dug. Namco Museum Essentials is jam-packed with nostalgic favorites and a future classic that will keep you and your friends entertained for hours! The debut of a classic envisioned, Xevious Resurrection offers a new twist, a fresh digitally enhanced look, co-op gameplay and intense shooting action. Show off your skills in the High Score Attack Mode and compete against the world for the #1 spot. Collect stamps and NM Points to unlock Trophies and rewards to use in PLAYSTATION Home to customize your avatar and Club house. Connect with friends and share your play history, challenge your friends' high score rankings and view their rewards. [Namco Bandai Games]",Miscellaneous Compilation,https://sandbox.oxylabs.io/products/2933,"53,99",Namco Bandai Games,,playstation-3,In Stock
Nancy Drew: The Deadly Secret of Olde World Park,"Olde World, a multimillion dollar vacation spot celebrating the peak of history’s greatest civilizations, is the brainchild of billionaire industrialist Thaddeus Belmont. On the eve of Olde World's opening, the usually boisterous billionaire hasn't been seen or heard from in days, and it’s up to Nancy to unravel his mysterious disappearance. In Nancy Drew: The Deadly Secret of Olde World Park, players assume the role of the classic teenage super sleuth. Players must collect clues, decipher puzzles, follow suspects, sneak into areas and much more as they use their deductive reasoning skills to progress through 13 increasingly difficult chapters in graphic novel format. Touch Screen play is incorporated into unique conversation and unlocking mini-games, but players will also use the stylus in Nancy’s Clue Journal to access inventory and tasks. [Majesco Games]",Adventure General,https://sandbox.oxylabs.io/products/2934,"64,99",Gorilla Systems,,ds,Out of Stock
IGI 2: Covert Strike,"Snipe out terrorism as David Jones takes aim once again in this spectacular action and stealth sequel to Project IGI. Shadow David Jones through Russia, across Libya and into China in three linked covert campaigns, as he infiltrates locations including military airbases, harbours and secret government installations. Features completely new AI systems and an outstanding array of realistically modelled weaponry in both single and multi-player modes. [Codemasters]",Action Action Adventure Modern General Shooter First-Person Tactical,https://sandbox.oxylabs.io/products/2935,"82,99",Innerloop,multiplayer,pc,In Stock
Sports Jam,"Foot ball, Baseball, Basketball, Hockey, Tennis, Soccer, Golf, and Cycling! You must master skills from each of these sports to take on competitors in your quest to earn the title of King of Sports! Each game features full 3D characters and background graphics detailing your accomplishments or defeats. Play well and you'll learn what it feels like to be a champion in the greatest sports the world has to offer!",Sports Alternative Other,https://sandbox.oxylabs.io/products/2936,"80,99",Wow Entertainment,,dreamcast,Out of Stock
Dinotopia: The Timestone Pirates,Danger! Angry dinosaurs are poised for invasion. Scurvy pirates are hungry for treasure. And an ancient stone of unimaginable power is about to fall into the wrong hands. Take to the skies and prepare for battle -- only you can preserve the special world that is Dinotopia!,Action Platformer 2D,https://sandbox.oxylabs.io/products/2937,"84,99",RFX Interactive,singleplayer,game-boy-advance,In Stock
Wild Wild Racing,"When the creators of eye-candy-laden PC hits Expendable and Incoming start working on a racing game, it's a pretty sure bet that it will boast some rather impressive effects. While Wild Wild Racing may not turn heads in the same way Gran Turismo 3 does, it does look good; and if there's one thing the UK developers like Rage Software are known for, it's creating a solid racing experience. Picked up from Japanese publisher Imagineer by Interplay, Wild Wild Racing has since seen overhauls in the physics, control, and speed. Gamers can ride in nine different vehicles, and race in several global locations during different hours of the day such as night, dusk, and the late afternoon. The game boasts a solid 60 frames per second, and the over-the-top effects that Rage is known for. Control is all analog, meaning even the D-pad (as well as the traditional analog buttons) responds to pressure; the harder you press, the sharper the turn and the faster the acceleration and braking.",Driving Racing Rally / Offroad,https://sandbox.oxylabs.io/products/2938,"64,99",Rage Software,multiplayer,playstation-2,Out of Stock
Juiced,"Juiced, as in life, is all about the car. Style comes in a close second to speed, and Juiced offers thousands of real-time modding combinations that empower players to create their ultimate personality-infused street machines. But it takes more than a fresh coat of pearlescent paint to earn respect on the road; it takes the ball bearings to go up against the trash-talking, nitrous- burning faithful who want to strip everyone of their cash, cars and pride. Juiced lets players connect with their community and share the high-octane action by recruiting drivers to become part of their crew and race together as a team to put the brakes on the competition. Features more than 50 licensed vehicles, including Toyota, Honda, Nissan, Dodge, Ford, Mazda Mitsubishi, Pontiac, Holden, Volkswagen, Fiat, Renault, Subaru, Peugeot and Chevrolet; Hundreds of authentic aftermarket parts from leading manufacturers such as A'PEXi, AEM, Bridgestone, Ferodo, Konig, Alpine and HKS that provide players with thousands of personalized vehicle customization combinations; Progressive, non-linear gameplay that enables players to build their characters and cars, and gain respect and notoriety by winning races and cash; Unique blending of simulation and the high-octane appeal of arcade-style racing; Ability to build custom racing crews that work together as a team to win races; Authentic car physics and damage; and Online head-to-head play. [Acclaim]",Driving Racing Simulation GT / Street Automobile,https://sandbox.oxylabs.io/products/2939,"72,99",Juice Games,multiplayer,pc,In Stock
The Witch and the Hundred Knight: Revival Edition,"Two powerful witches have been battling one another for over a hundred years. Now, the Swamp Witch has unleashed the legendary Dark Knights, and seeks to destroy the Forest Witch once and for all!",Role-Playing Action RPG,https://sandbox.oxylabs.io/products/2940,"69,99",Nippon Ichi Software,,playstation-4,Out of Stock
Suikoden IV,"Suikoden IV features the return of the 108 Stars of Destiny, as well as an enhanced graphical interface and a new ground breaking battle system. Konami has taken the franchise to new heights with significant enhancements to the visual appearance of the characters and environments as well as the introduction of a new innovative combat system with dynamic camera angles. Suikoden IV continues the gameplay tradition with players interacting with over 100 characters in vast and rich 3D environments as they battle new adversaries, explore new territory and embark on unforgettable adventures. [Konami]",Role-Playing Console-style RPG,https://sandbox.oxylabs.io/products/2941,"75,99",KCET,singleplayer,playstation-2,In Stock
Supreme Ruler: Cold War,"In Supreme Ruler 2020: Cold War, players will enter a portrayal of the world in the year 2020 based on recent real-world headlines. Battle economic challenges, unstable governments and worldwide tensions in this grand strategy experience.",Strategy Turn-Based Wargame General,https://sandbox.oxylabs.io/products/2942,"67,99",BattleGoat Studios,multiplayer,pc,Out of Stock
Fallout 76: Wastelanders,"In addition to introducing fully voiced NPCs to the world of Fallout 76, Wastelanders brings a brand-new main questline, new locations, new enemies, new weapons, a new reputation system and much more.",Role-Playing Western-Style,https://sandbox.oxylabs.io/products/2943,"60,99",Bethesda Game Studios,,playstation-4,In Stock
Cubemen 2,"Cubemen 2 is a fast paced, action packed, original 3D Strategy game where you use your little Cubemen units to defend and attack enemies in a range of awesome game modes including CTF, Skirmish, Territory and more.",Action Strategy Real-Time General Defense,https://sandbox.oxylabs.io/products/2944,"71,99",3 Sprockets,,wii-u,Out of Stock
Necrovision,"NecroVisioN is a first person shooter that immerses gamers in the claustrophobic trenches and bunkers of the First WorldWar. Reminiscent of a Lovecraft horror, NecroVisioN seamlessly mixes the harrowing battlefields with a nightmarish demon and vampire underworld, unleashing a truly visceral experience. The year is 1916 and the Great War has been raging for two long years when Simon Buker, a US army soldier, joins the front line with the allied forces. During the ferocious fighting, Buker and his battalion get lost behind enemy lines while trying to break through to allied positions. While being pushed back into defensive positions they stumble across a series of mysterious trenches where all is not as it seems. As they push forward they discover that there is a greater evil hiding underneath the battlefields of the Great War, an evil which is forcing its way to our world and threatens to change the delicate balance of power. Battling his way through the trenches, Buker uncovers an enemy more deadly than anything he has ever encountered. Demons and vampires wage a brutal underground war, which is spilling into the human world, and Buker finds himself fighting not only for his own survival, but the survival of Mankind. [505 Games]",Action Shooter First-Person Fantasy Arcade,https://sandbox.oxylabs.io/products/2945,"61,99",The Farm 51,,pc,In Stock
Dirty Bomb,"In the not-too-distant future, London has been abandoned, a shell of its former self. After a mysterious disaster, the international Crisis and Disaster Agency stepped in to clean up the mess and decontaminate the city. They failed... badly. Now the streets of London are the playground of Private Military Companies (PMCs) who battle to control what remains of the city’s riches.",Shooter Modern Action First-Person Arcade,https://sandbox.oxylabs.io/products/2946,"77,99",Splash Damage,multiplayer,pc,Out of Stock
Moons of Madness,"Moons of Madness is a first-person, story-driven cosmic horror game where the scientific exploration of Mars meets the supernatural dread of Lovecraft. As a technician stationed on Mars, you begin seeing and hearing things that aren’t there. Visions, hallucinations — is that even what it is? Or are you slowly descending into madness?",Action Adventure Survival,https://sandbox.oxylabs.io/products/2947,"45,99",Rock Pocket Games,singleplayer,playstation-4,In Stock
Lost Grimoires: Stolen Kingdom,"An alchemist’s apprentice returns home from university to finish her training under a great master. Things go awry when she revisits her family home, where dark secrets and the mystery of her parents’ disappearance lie buried. She will embark on a quest that can potentially change the faith of the entire realm and her own future forever.",Puzzle Hidden Object,https://sandbox.oxylabs.io/products/2948,"63,99",Artifex Mundi,,xbox-one,Out of Stock
Dragon's Prophet,"Dragon's Prophet features an action-based combat system that gives players more realistic battle action gameplay. Set in a realm where dragons roam the land, sea and air, the game lets players align and battle with a variety of dragons as they work to restore order to the land from the evil Black Dragon that has escaped his eternal prison, unleashed his fire and is more dangerous than ever.",Role-Playing General Massively Multiplayer Online Massively Multiplayer Fantasy,https://sandbox.oxylabs.io/products/2949,"59,99",Runewaker Entertainment,,pc,In Stock
DreamWorks Shark Tale,"In the murky depths of the ocean, the fate of Reef City lies in the fins of one little fish?at least that?s what he wants you think. Dive in to the urban, underwater metropolis of Shark Tale and play as Oscar, a fast-talking fish whose little fib gets him into big trouble. Based on the DreamWorks animated feature, Shark Tale features 25 funky fresh missions ripped straight from the film, the hottest hip-hop tracks from your favorite artists and more exhilarating gameplay variety than any other movie game in the reef. Groove through Reef City with Oscar and explore locations like the Whale Wash, the Sunken Liner and the underwater underworld hideout, Seahorse Race Track. Careen through the coral at break-fin speed on the back of a friendly taxi fish. Beat your opponent while dodging traffic and fending off menacing great white sharks! Bust some serious Fish Fu in challenging fighting sequences. Flex your fins, talk some smack and fillet your opponent with tail slaps, head butts and dazzling combo attacks. Get those fins up and boogie down. Win over Reef City residents and garner the affections of your favorite ladyfish with your stylin? hip-hop dance moves. Don?t just talk big?swim big. Get in the game and prove you got what it takes to out-fin the evil Great Whites and become Reef City?s greatest hero. [Activision]",Action Platformer 3D,https://sandbox.oxylabs.io/products/2950,"77,99",Amaze Entertainment,singleplayer,pc,Out of Stock
Spectrobes,"Faced with the daunting task of defeating the Krawl, a powerful force poised to destroy the galaxy, Rallen and Jeena must excavate, awaken and train Spectrobes, prehistoric creatures that have recently been discovered. Only by enlisting the help of these ancient beings will Rallen and Jeena be able to save the galaxy from certain demise. Players progress through the game and complete their mission by training each Spectrobe, helping them to evolve and become more powerful. With highly customizable elements and powers, gamers can tailor unique Spectrobes to fit their playing style. Spectrobes, featuring the look and feel of Japanese anime and manga, immerses players in its engaging story and fascinating characters. [Buena Vista Games]",Role-Playing Action RPG,https://sandbox.oxylabs.io/products/2951,"77,99",Jupiter Corporation,multiplayer,ds,In Stock
PixelJunk 4am,"Spiral into the crazy, ambient, mellow world of PixelJunk 4am. Create your own music using 4ams unique Virtual Audio Canvas to mix tracks, experiment with audio effects and control your composition using the PlayStation Move controllers full range of motion. 4am gives you the power to make breathtaking music and visuals and perform live to the world through streaming on PSN.

Consumption of hallucinogens not compulsory prior to play.",Action Miscellaneous General Music Maker Application,https://sandbox.oxylabs.io/products/2952,"64,99",Q-Games,multiplayer,playstation-3,Out of Stock
Airheart: Tales of Broken Wings,"AIRHEART follows Amelia, a young pilot and sky-fisherwoman who dreams of reaching the stratosphere and catching the legendary Skywhale, a feat that promises riches and fame through the ages. Skyfishing is a cutthroat business, though, and Amelia must outmaneuver sky pirates and automated security zones to survive each perilous flight through the beautiful world of floating islands in the clouds she calls home.","Action Shooter ""Shoot-Em-Up"" Top-Down",https://sandbox.oxylabs.io/products/2953,"56,99",Blindflug Studios,singleplayer,playstation-4,In Stock
DarkStar One: Broken Alliance,"DarkStar One - Broken Alliance sees players exploring the vast reaches of space, encountering, battling and trading with six mysterious alien races in a quest to unravel the mysterious death of the protagonist’s father. Players can create their own career paths – be it brigand, mercenary, privateer, merchant or whatever mix they please, while buying (or capturing) alien technology to customise their highly adaptable ship, the DarkStar One, with hundreds of possible combinations of weapons, shields, armour and components.",Simulation Sci-Fi Space Small Spaceship Combat,https://sandbox.oxylabs.io/products/2954,"67,99",Gaming Minds Studios,,xbox-360,Out of Stock
Big Bumpin',"[Playable on the Xbox and Xbox 360. Available only at Burger King Restaurants from Nov. 19 through Dec. 24, 2006 for $3.99 and the purchase of a BK Value Meal.]  Big Bumpin' looks like a traditional carnival bumper car ride and features familiar Burger King icons, including the Subservient Chicken and Brooke Burke. But, there's a catch – Big Bumpin' arenas come with some big hazards, like surprise saws, bottomless pits and ""power up"" items that let gamers dole out thundering bumps. With several different types of game play, gamers have a chance to hone their bumper car skills in a variety of challenging scenarios. The game features theme parks, including the ""Ice Box,"" ""Broiler,"" ""King's Court,"" ""The Deep"" and ""Monsoon of Doom,"" and three modes of play for each – intense four-player and XBOX Live-supported. Easy to learn. Fun to play. Difficult to avoid a major crash. [King Games]",Driving Racing Arcade Kart Other,https://sandbox.oxylabs.io/products/2955,"58,99",Blitz Games,multiplayer,xbox-360,In Stock
Citadel: Forged with Fire,"A massive online sandbox RPG with elements of magic, spellcasting and inter-kingdom conflict. As a newly minted apprentice of the magic arts, you will set off to investigate the dangerous world of Ignus. Your goal: create a name for yourself and achieve notoriety and power among the land's ruling Houses.",Role-Playing Action RPG,https://sandbox.oxylabs.io/products/2956,"60,99",Blue Isle Studios,multiplayer,xbox-one,Out of Stock
Dogos,"Putting the player in the shoes of Desmond Phoenix, a skilled pilot in command of sophisticated ships equipped with various types of powerful weapons, DOGOS invites you to explore 14 original open world levels completely made in 3D, giving players the opportunity to meet goals from any angle they can imagine! Intensive action, an insane amount of shooting and explosions, (not kidding a lot of explosions), all accompanied by an incredible and catchy soundtrack.","Action Shooter ""Shoot-Em-Up"" Top-Down",https://sandbox.oxylabs.io/products/2957,"63,99",INTERNET URL S.A.,,xbox-one,In Stock
Windlands,"This is a first-person grappling hook exploration game. Soar through the ruins of a fallen world and discover the secrets of the ancients. Windlands has been developed primarily for Virtual Reality headsets, but is also an experience for those without headsets.",Adventure 3D First-Person,https://sandbox.oxylabs.io/products/2958,"70,99",Psytec Games Ltd,,playstation-4,Out of Stock
